org_name	org_abbr	tax_ID
Penicillium rubens Wisconsin 54-1255	Peni_rube_Wisconsin_54_1255	500485: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; 
Pestalotiopsis fici W106-1	Pest_fici_W106_1	1229662: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Xylariomycetidae; Xylariales; Amphisphaeriaceae; 
Phlebiopsis gigantea 11061_1 CR5-6	Phle_giga_11061_1_CR5_6	745531: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Polyporales; Phanerochaetaceae; Phlebiopsis. 
Phlebopus portentosus PP33	Phle_port_PP33	80661: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Sclerodermatineae; 
Pleurotus ostreatus PC15	Pleu_ostr_PC15	1137138: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Pleurotaceae; 
Plicaturopsis crispa FD-325 SS-3	Plic_cris_FD_325_SS_3	944288: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Agaricales incertae 
Podospora anserina S mat+	Podo_anse_S_mat+	515849: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Lasiosphaeriaceae; 
Pseudozyma antarctica JCM 10317	Pseu_anta_JCM_10317	84753: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; mitosporic 
Pseudozyma antarctica T-34	Pseu_anta_T_34	1151754: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; mitosporic 
Pseudozyma brasiliensis GHG001	Pseu_bras_GHG001	1392244: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; mitosporic 
Pseudogymnoascus destructans 20631-21	Pseu_dest_20631_21	658429: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Leotiomycetes incertae sedis; Pseudeurotiaceae; 
Pseudocercospora fijiensis CIRAD86	Pseu_fiji_CIRAD86	383855: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Pseudozyma flocculosa PF-1	Pseu_floc_PF_1	1277687: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; mitosporic 
Pseudozyma hubeiensis SY62	Pseu_hube_SY62	1305764: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; mitosporic 
Pseudocercospora pini-densiflorae CBS 125139	Pseu_pini_CBS_125139	1367541: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Puccinia graminis f. sp. tritici CRL 75-36-700-3	Pucc_gram_f_tritici_CRL_75_36_700_3	418459: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Pucciniaceae; Puccinia. 
Puccinia striiformis f. sp. tritici CY32	Pucc_stri_f_tritici_CY32	1240226: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Pucciniaceae; Puccinia. 
Puccinia triticina 1-1 BBBD Race 1	Pucc_trit_1_1_BBBD_Race_1	630390: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Pucciniomycetes; Pucciniales; Pucciniaceae; Puccinia. 
Pyrenochaeta lycopersici CRA-PAV_ER 1211	Pyre_lyco_CRA_PAV_ER_1211	1331946: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; 
Pyrenophora seminiperda CCB06	Pyre_semi_CCB06	1302712: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; 
Pyrenophora teres f. teres 0-1	Pyre_tere_f_teres_0_1	861557: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; 
Pyrenophora tritici-repentis Pt-1C-BFP	Pyre_trit_Pt_1C_BFP	426418: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Pleosporomycetidae; Pleosporales; Pleosporineae; 
Rhinocladiella mackenziei CBS 650.93	Rhin_mack_CBS_650_93	1442369: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Chaetothyriomycetidae; Chaetothyriales; 
Rhizopus delemar RA 99-880	Rhiz_dele_RA_99_880	246409: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Rhizopodaceae; 
Rhizopus delemar Type II NRRL 21446	Rhiz_dele_Type_II_NRRL_21446	1279484: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Rhizopodaceae; 
Rhizopus delemar Type II NRRL 21447	Rhiz_dele_Type_II_NRRL_21447	1279483: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Rhizopodaceae; 
Rhizopus delemar Type II NRRL 21477	Rhiz_dele_Type_II_NRRL_21477	1279481: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Rhizopodaceae; 
Rhizophagus irregularis DAOM 181602 DAOM 197198	Rhiz_irre_DAOM_181602_DAOM_197198	747089: Eukaryota; Fungi; Glomeromycota; Glomeromycetes; Glomerales; Glomeraceae; Rhizophagus. 
Rhizomucor miehei CAU432	Rhiz_mieh_CAU432	1031333: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Lichtheimiaceae; Rhizomucor. 
Rhizopus oryzae 99-892	Rhiz_oryz_99_892	1279482: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Rhizopodaceae; 
Rhizopus oryzae HUMC 02	Rhiz_oryz_HUMC_02	1279480: Eukaryota; Fungi; Fungi incertae sedis; Early diverging fungal lineages; Mucoromycotina; Mucorales; Mucorineae; Rhizopodaceae; 
Rhizoctonia solani AG-1 IA AG-1IA	Rhiz_sola_AG_1_IA_AG_1IA	983506: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; mitosporic 
Rhizoctonia solani AG-8 WAC10335	Rhiz_sola_AG_8_WAC10335	1287689: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Cantharellales; Ceratobasidiaceae; mitosporic 
Rhodosporidium toruloides MTCC 457	Rhod_toru_MTCC_457	1165933: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Microbotryomycetes; Sporidiobolales; Rhodosporidium. 
Rhodosporidium toruloides NP11	Rhod_toru_NP11	1130832: Eukaryota; Fungi; Dikarya; Basidiomycota; Pucciniomycotina; Microbotryomycetes; Sporidiobolales; Rhodosporidium. 
Rozella allomycis CSF55	Roze_allo_CSF55	988480: Eukaryota; Fungi; Cryptomycota; Rozella. 
Saccharomycetaceae sp. Ashbya aceri	Sacc_Ashbya_aceri	566037: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces arboricola H-6	Sacc_arbo_H_6	1160507: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces sp. boulardii 17	Sacc_boulardii_17	252598: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces sp. boulardii ATCC MYA-796	Sacc_boulardii_ATCC_MYA_796	252598: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae AWRI796	Sacc_cere_AWRI796	764097: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae CBS 7960	Sacc_cere_CBS_7960	929587: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae CEN.PK113-7D	Sacc_cere_CEN_PK113_7D	889517: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae CLIB215	Sacc_cere_CLIB215	464025: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae CLIB324	Sacc_cere_CLIB324	929629: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae CLIB382	Sacc_cere_CLIB382	947035: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae EC1118	Sacc_cere_EC1118	643680: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae EC9-8	Sacc_cere_EC9_8	1095001: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae FL100	Sacc_cere_FL100	947036: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae FostersB	Sacc_cere_FostersB	764102: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae Kyokai no. 7	Sacc_cere_Kyokai_no_7	721032: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae Lalvin QA23	Sacc_cere_Lalvin_QA23	764098: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae P283	Sacc_cere_P283	1177187: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae P301	Sacc_cere_P301	1182968: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae PW5	Sacc_cere_PW5	947039: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae R008	Sacc_cere_R008	1182966: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae R103	Sacc_cere_R103	1182967: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae RM11-1a	Sacc_cere_RM11_1a	285006: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae Sigma1278b	Sacc_cere_Sigma1278b	658763: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae T7	Sacc_cere_T7	929585: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae T73	Sacc_cere_T73	471859: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae UC5	Sacc_cere_UC5	947040: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae UFMG A-905	Sacc_cere_UFMG_A_905	1434269: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae VL3	Sacc_cere_VL3	764100: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae Vin13	Sacc_cere_Vin13	764099: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae W303	Sacc_cere_W303	580240: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae Y10	Sacc_cere_Y10	462210: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae YJM269	Sacc_cere_YJM269	929586: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae YJSH1	Sacc_cere_YJSH1	1087981: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1056	Sacc_kudr_FM1056	1163633: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1062	Sacc_kudr_FM1062	1163641: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1069	Sacc_kudr_FM1069	1163632: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1071	Sacc_kudr_FM1071	1165457: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1072	Sacc_kudr_FM1072	1163638: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1073	Sacc_kudr_FM1073	1163639: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1074	Sacc_kudr_FM1074	1163640: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1076	Sacc_kudr_FM1076	1163643: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1077	Sacc_kudr_FM1077	1163644: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1078	Sacc_kudr_FM1078	1163636: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii FM1079	Sacc_kudr_FM1079	1163637: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii IFO10990	Sacc_kudr_IFO10990	1163646: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii IFO10991	Sacc_kudr_IFO10991	1163647: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii IFO1803	Sacc_kudr_IFO1803	1163648: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii IFO 1802	Sacc_kudr_IFO_1802	226230: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces kudriavzevii ZP591	Sacc_kudr_ZP591	1165456: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Saccharomyces cerevisiae (S288c Apr 2011)	Scere3	559292: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae.
Scheffersomyces stipitis CBS 6054	Sche_stip_CBS_6054	322104: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; 
Schizophyllum commune H4-8	Schi_comm_H4_8	578458: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Schizophyllaceae; 
Schizosaccharomyces cryophilus OY26	Schi_cryo_OY26	653667: Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; 
Schizosaccharomyces japonicus yFS275	Schi_japo_yFS275	402676: Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; 
Schizosaccharomyces octosporus yFS286	Schi_octo_yFS286	483514: Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; 
Schizosaccharomyces pombe 972h-	Schi_pomb_972h	4896: Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; 
Sclerotinia borealis F-4157	Scle_bore_F_4157	1432307: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia. 
Sclerotinia sclerotiorum 1980 UF-70	Scle_scle_1980_UF_70	665079: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia. 
Serpula lacrymans var. lacrymans S7.3	Serp_lacr_var_lacrymans_S7_3	936435: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Coniophorineae; 
Serpula lacrymans var. lacrymans S7.9	Serp_lacr_var_lacrymans_S7_9	578457: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Coniophorineae; 
Spathaspora arborariae UFMG-19.1A	Spat_arbo_UFMG_19_1A	1343157: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Debaryomycetaceae; Spathaspora. 
Sphaerulina populicola P02.02b p02.02b	Spha_popu_P02_02b_p02_02b	1136490: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Dothideomycetes; Dothideomycetidae; Capnodiales; 
Sphaerobolus stellatus SS14	Spha_stel_SS14	990650: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Phallomycetidae; Geastrales; Sphaerobolaceae; 
Sporisorium reilianum SRZ2	Spor_reil_SRZ2	999809: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Sporisorium. 
Sporothrix schenckii ATCC 58251	Spor_sche_ATCC_58251	1391915: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Ophiostomatales; 
Sporisorium scitamineum 2014001	Spor_scit_2014001	49012: Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Sporisorium. 
Stachybotrys chartarum IBT 40288	Stac_char_IBT_40288	1283842: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; mitosporic 
Stachybotrys chartarum IBT 40293	Stac_char_IBT_40293	1280524: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; mitosporic 
Stachybotrys chartarum IBT 7711	Stac_char_IBT_7711	1280523: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; mitosporic 
Stachybotrys chlorohalonata IBT 40285	Stac_chlo_IBT_40285	1283841: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; mitosporic 
Stereum hirsutum FP-91666 SS1	Ster_hirs_FP_91666_SS1	721885: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Russulales; Stereaceae; Stereum. 
Suillus luteus UH-Slu-Lm8-n1	Suil_lute_UH_Slu_Lm8_n1	930992: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Boletales; Suillineae; 
Talaromyces cellulolyticus Y-94	Tala_cell_Y_94	1472165: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; 
Talaromyces marneffei ATCC 18224	Tala_marn_ATCC_18224	441960: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; 
Talaromyces stipitatus ATCC 10500	Tala_stip_ATCC_10500	441959: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; 
Taphrina deformans PYCC 5710	Taph_defo_PYCC_5710	1097556: Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Taphrinomycetes; Taphrinales; Taphrinaceae; Taphrina. 
Tetrapisispora blattae CBS 6284	Tetr_blat_CBS_6284	1071380: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Tetrapisispora phaffii CBS 4417	Tetr_phaf_CBS_4417	1071381: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Thielavia terrestris NRRL 8126	Thie_terr_NRRL_8126	578455: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; 
Togninia minima UCRPA7	Togn_mini_UCRPA7	1286976: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Calosphaeriales; 
Torulaspora delbrueckii CBS 1146	Toru_delb_CBS_1146	4950: Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; 
Trachipleistophora hominis	Trac_homi	72359: Eukaryota; Fungi; Microsporidia; Pleistophoridae; Trachipleistophora. 
Tremella mesenterica DSM 1558 Fries	Trem_mese_DSM_1558_Fries	578456: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellaceae; Tremella. 
Trichosporon asahii var. asahii CBS 8904	Tric_asah_var_asahii_CBS_8904	1220162: Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Tremellales; Tremellales incertae sedis; 
Trichophyton equinum CBS 127.97	Tric_equi_CBS_127_97	559882: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichoderma hamatum GD12	Tric_hama_GD12	1247866: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; 
Trichophyton interdigitale H6	Tric_inte_H6	1215336: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichoderma longibrachiatum SMF2	Tric_long_SMF2	1234776: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; 
Trichoderma reesei QM6a	Tric_rees_QM6a	431241: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; 
Trichoderma reesei RUT C-30	Tric_rees_RUT_C_30	1344414: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Hypocreaceae; 
Trichophyton rubrum CBS 100081	Tric_rubr_CBS_100081	1215328: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum CBS 118892	Tric_rubr_CBS_118892	559305: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum CBS 202.88	Tric_rubr_CBS_202_88	1215334: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum CBS 288.86	Tric_rubr_CBS_288_86	1215330: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum CBS 289.86	Tric_rubr_CBS_289_86	1215329: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum CBS 735.88	Tric_rubr_CBS_735_88	1215332: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum MR1448	Tric_rubr_MR1448	1215339: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
Trichophyton rubrum MR1459	Tric_rubr_MR1459	1215341: Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; 
